2014-2015 Award Year Campus-Based Program Data by School,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,, FEDERAL WORK-STUDY ,,, PERKINS LOAN ,,, FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS ,,
00265400, New Mexico Institute of Mining & Technology, NM,878014796, Public,112," $292,445.00 "," $198,156.00 ",103, $-   ," $342,728.00 ",146," $129,187.00 "," $269,731.00 "
00265500, New Mexico Junior College, NM,882409123, Public,14," $31,109.00 "," $30,698.00 ",0, $-   , $-   ,42," $29,842.00 "," $29,225.00 "
00265600, New Mexico Military Institute, NM,882015173, Public,26," $18,390.00 "," $12,908.00 ",0, $-   , $-   ,44," $77,720.00 "," $106,013.00 "
00265700, New Mexico State University, NM,880038001, Public,289," $1,079,482.00 "," $750,150.00 ",1016, $-   ," $2,519,450.00 ",1345," $728,928.00 "," $1,320,584.00 "
00266000, San Juan College, NM,874024699, Public,62," $151,838.00 "," $151,965.00 ",0, $-   , $-   ,201," $144,188.00 "," $142,435.00 "
00266300, University of New Mexico, NM,871310001, Public,799," $2,340,531.00 "," $2,295,998.00 ",769, $-   ," $1,335,427.00 ",1598," $796,865.00 "," $1,291,379.00 "
00266400, Western New Mexico University, NM,880615417, Public,86," $200,000.00 "," $185,138.00 ",1, $-   ," $8,000.00 ",97," $105,293.00 "," $140,391.00 "
00266500, Vaughn College of Aeronautics and Technology, NY,113699997, Private/Non-Profit,45," $112,101.00 "," $111,013.00 ",0, $-   , $-   ,267," $148,141.00 "," $128,163.00 "
00266600, Adelphi University, NY,115304299, Private/Non-Profit,408," $850,735.00 "," $773,393.00 ",309, $-   ," $751,000.00 ",341," $296,313.00 "," $636,460.00 "
00266700, Dowling College, NY,117691999, Private/Non-Profit,118," $221,429.00 "," $268,617.00 ",36, $-   ," $157,963.00 ",233," $101,227.00 "," $100,000.00 "
00266800, Alfred University, NY,148021205, Private/Non-Profit,645," $237,995.00 "," $656,670.00 ",615, $-   ," $592,025.00 ",726," $186,195.00 "," $248,260.00 "
00266900, Bank Street College of Education, NY,100251898, Private/Non-Profit,19," $124,293.00 "," $123,740.00 ",16, $-   ," $83,090.00 ",0, $-   , $-   
00267000, Summit University of Pennsylvania, PA,184111297, Private/Non-Profit,72," $83,457.00 "," $115,679.00 ",0, $-   , $-   ,96," $61,653.00 "," $82,204.00 "
00267100, Bard College, NY,125045000, Private/Non-Profit,564," $257,613.00 "," $514,306.00 ",145, $-   ," $171,320.00 ",255," $179,910.00 "," $283,000.00 "
00267700, Brooklyn Law School, NY,112013798, Private/Non-Profit,368," $435,687.00 "," $569,495.00 ",0, $-   , $-   ,0, $-   , $-   
00267800, Bryant & Stratton College, NY,142031713, Proprietary,514," $1,035,575.00 "," $905,114.00 ",0, $-   , $-   ,6377," $1,367,103.00 "," $2,151,342.00 "
00268100, Canisius College, NY,142081098, Private/Non-Profit,411," $483,921.00 "," $737,279.00 ",387, $-   ," $541,222.00 ",458," $411,819.00 "," $549,092.00 "
00268500, Cazenovia College, NY,130351085, Private/Non-Profit,209," $82,046.00 "," $194,743.00 ",0, $-   , $-   ,347," $76,918.00 "," $102,557.00 "
00269900, Clarkson University, NY,136991403, Private/Non-Profit,630," $400,663.00 "," $499,145.00 ",729, $-   ," $1,870,721.00 ",741," $331,685.00 "," $414,606.00 "
00270100, Colgate University, NY,133461386, Private/Non-Profit,387," $271,059.00 "," $541,433.00 ",108, $-   ," $285,757.00 ",68," $270,925.00 "," $361,233.00 "
00270300, College of Mount Saint Vincent, NY,104711093, Private/Non-Profit,139," $153,793.00 "," $204,787.00 ",39, $-   ," $76,930.00 ",129," $152,571.00 "," $138,475.00 "
00270400, College of New Rochelle (The), NY,108052339, Private/Non-Profit,226," $362,128.00 "," $604,198.00 ",327, $-   ," $814,021.00 ",197," $304,824.00 "," $294,183.00 "
00270500, College of Saint Rose, NY,122031490, Private/Non-Profit,441," $368,119.00 "," $368,173.00 ",81, $-   ," $238,500.00 ",364," $165,428.00 "," $343,277.00 "
00270700, Columbia University in the City of New York, NY,100270000, Private/Non-Profit,1980," $6,195,596.00 "," $6,895,499.00 ",2538, $-   ," $10,769,009.00 ",1128," $1,117,284.00 "," $3,554,865.00 "
00270800, Barnard College, NY,100276598, Private/Non-Profit,217," $231,434.00 "," $296,236.00 ",30, $-   ," $103,058.00 ",128," $188,385.00 "," $251,180.00 "
00270900, Concordia College, NY,107081998, Private/Non-Profit,49," $58,741.00 "," $78,238.00 ",0, $-   , $-   ,20," $45,797.00 "," $60,960.00 "
00271000, Cooper Union for the Advancement of Science & Art (The), NY,100037120, Private/Non-Profit,47," $40,000.00 "," $39,019.00 ",2, $-   ," $8,000.00 ",31," $61,349.00 "," $80,600.00 "
00271100, Cornell University, NY,148532801, Private/Non-Profit,2815," $4,074,986.00 "," $4,739,165.00 ",2912, $-   ," $11,842,613.00 ",1339," $1,665,461.00 "," $3,578,944.00 "
00271200, D'Youville College, NY,142011084, Private/Non-Profit,249," $300,000.00 "," $291,585.00 ",400, $-   ," $398,829.00 ",49," $105,451.00 "," $105,451.00 "
00271300, Dominican College of Blauvelt, NY,109621210, Private/Non-Profit,267," $126,141.00 "," $197,720.00 ",19, $-   ," $68,000.00 ",74," $70,205.00 "," $93,606.00 "
00271800, Elmira College, NY,149012099, Private/Non-Profit,199," $146,702.00 "," $284,082.00 ",168, $-   ," $607,350.00 ",68," $118,147.00 "," $147,684.00 "
00272200, Fordham University, NY,104585157, Private/Non-Profit,901," $1,843,123.00 "," $2,306,351.00 ",598, $-   ," $1,593,405.00 ",679," $800,037.00 "," $1,053,696.00 "
00272600, General Theological Seminary of the Episcopal Church (The), NY,100112981, Private/Non-Profit,18," $13,123.00 "," $15,834.00 ",0, $-   , $-   ,0, $-   , $-   
00272800, Hamilton College, NY,133231218, Private/Non-Profit,423," $223,820.00 "," $458,556.00 ",85, $-   ," $288,515.00 ",40," $150,388.00 "," $200,517.00 "
00272900, Hartwick College, NY,138204020, Private/Non-Profit,647," $235,303.00 "," $705,067.00 ",198, $-   ," $563,365.00 ",219," $156,830.00 "," $209,107.00 "
00273100, Hobart and William Smith Colleges, NY,144563397, Private/Non-Profit,596," $218,554.00 "," $516,795.00 ",122, $-   ," $286,700.00 ",199," $235,258.00 "," $313,677.00 "
00273200, Hofstra University, NY,115491010, Private/Non-Profit,606," $1,257,835.00 "," $1,167,175.00 ",546, $-   ," $762,694.00 ",828," $517,574.00 "," $1,055,588.00 "
00273400, Houghton College, NY,147440128, Private/Non-Profit,461," $188,691.00 "," $466,934.00 ",169, $-   ," $339,175.00 ",70," $72,338.00 "," $96,451.00 "
00273500, Hilbert College, NY,140751597, Private/Non-Profit,48," $66,753.00 "," $76,594.00 ",20, $-   ," $36,400.00 ",66," $69,061.00 "," $69,061.00 "
00273700, Iona College, NY,108011890, Private/Non-Profit,380," $490,438.00 "," $508,140.00 ",132, $-   ," $339,248.00 ",254," $277,417.00 "," $395,945.00 "
00273900, Ithaca College, NY,148507000, Private/Non-Profit,1239," $655,190.00 "," $655,190.00 ",1016, $-   ," $1,788,148.00 ",458," $488,867.00 "," $870,218.00 "
00274100, American Jewish University, CA,900771599, Private/Non-Profit,31," $30,000.00 "," $29,417.00 ",0, $-   , $-   ,46," $7,196.00 "," $19,595.00 "
00274200, Juilliard School (The), NY,100236588, Private/Non-Profit,250," $154,253.00 "," $322,368.00 ",27, $-   ," $129,650.00 ",82," $109,530.00 "," $146,040.00 "
00274400, Keuka College, NY,144780000, Private/Non-Profit,363," $167,858.00 "," $411,826.00 ",129, $-   ," $172,780.00 ",261," $136,728.00 "," $136,762.00 "
00274800, Le Moyne College, NY,132141399, Private/Non-Profit,311," $259,571.00 "," $410,016.00 ",316, $-   ," $359,300.00 ",111," $146,380.00 "," $195,173.00 "
00274900, New York College of Podiatric Medicine, NY,100351940, Private/Non-Profit,81," $111,068.00 "," $139,323.00 ",133, $-   ," $414,047.00 ",0, $-   , $-   
00275100, Long Island University, NY,115481326, Private/Non-Profit,655," $1,824,355.00 "," $1,157,158.00 ",1053, $-   ," $2,327,457.00 ",2138," $1,499,322.00 "," $2,606,167.00 "
00275800, Manhattan College, NY,104714098, Private/Non-Profit,585," $345,413.00 "," $791,868.00 ",34, $-   ," $119,450.00 ",122," $202,835.00 "," $270,447.00 "
00275900, Manhattan School of Music, NY,100274689, Private/Non-Profit,119," $112,510.00 "," $125,021.00 ",55, $-   ," $89,056.00 ",49," $36,881.00 "," $87,033.00 "
00276000, Manhattanville College, NY,105772132, Private/Non-Profit,204," $224,681.00 "," $257,641.00 ",265, $-   ," $243,567.00 ",130," $158,513.00 "," $125,000.00 "
00276300, Maria College, NY,122081798, Private/Non-Profit,18," $20,346.00 "," $23,899.00 ",25, $-   ," $41,950.00 ",45," $35,327.00 "," $43,500.00 "
00276500, Marist College, NY,126011387, Private/Non-Profit,970," $500,000.00 "," $1,324,864.00 ",688, $-   ," $1,140,517.00 ",401," $500,000.00 "," $625,000.00 "
00276900, Marymount Manhattan College, NY,100214597, Private/Non-Profit,137," $126,719.00 "," $282,118.00 ",0, $-   , $-   ,463," $161,802.00 "," $215,736.00 "
00277200, Mercy College, NY,105221189, Private/Non-Profit,232," $715,955.00 "," $498,803.00 ",0, $-   , $-   ,683," $425,451.00 "," $563,950.00 "
00277500, Molloy College, NY,115701100, Private/Non-Profit,172," $357,017.00 "," $288,010.00 ",225, $-   ," $437,256.00 ",236," $171,729.00 "," $368,382.00 "
00277700, Medaille College, NY,142142695, Private/Non-Profit,134," $195,884.00 "," $151,672.00 ",0, $-   , $-   ,58," $96,310.00 "," $145,281.00 "
00277800, Mount Saint Mary College, NY,125503494, Private/Non-Profit,180," $177,345.00 "," $236,460.00 ",42, $-   ," $151,236.00 ",157," $113,073.00 "," $150,764.00 "
00277900, Nazareth College of Rochester, NY,146183790, Private/Non-Profit,659," $326,030.00 "," $880,053.00 ",297, $-   ," $398,065.00 ",169," $121,900.00 "," $162,533.00 "
00278200, New York Institute of Technology, NY,115688000, Private/Non-Profit,304," $695,576.00 "," $624,792.00 ",294, $-   ," $1,065,850.00 ",284," $283,300.00 "," $269,052.00 "
00278300, New York Law School, NY,100132960, Private/Non-Profit,272," $609,525.00 "," $838,075.00 ",123, $-   ," $446,093.00 ",0, $-   , $-   
00278400, New York Medical College, NY,105951600, Private/Non-Profit,70," $75,000.00 "," $111,314.00 ",212, $-   ," $1,210,000.00 ",0, $-   , $-   
00278500, New York University, NY,100121091, Private/Non-Profit,3560," $6,595,280.00 "," $7,741,049.00 ",4428, $-   ," $11,088,456.00 ",467," $1,849,053.00 "," $2,485,795.00 "
00278800, Niagara University, NY,141092010, Private/Non-Profit,370," $753,348.00 "," $1,029,390.00 ",546, $-   ," $626,097.00 ",62," $224,167.00 "," $221,329.00 "
00278900, Notre Dame College of St Johns University, NY,10301, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
00279000, Nyack College, NY,109603698, Private/Non-Profit,184," $207,074.00 "," $207,074.00 ",39, $-   ," $152,275.00 ",185," $139,216.00 "," $130,000.00 "
00279100, Pace University, NY,100381598, Private/Non-Profit,609," $1,078,582.00 "," $1,353,059.00 ",999, $-   ," $1,968,631.00 ",913," $729,266.00 "," $952,498.00 "
00279500, Paul Smith's College of Arts & Sciences, NY,129700000, Private/Non-Profit,313," $89,672.00 "," $336,599.00 ",62, $-   ," $67,550.00 ",90," $78,498.00 "," $104,664.00 "
00279800, Pratt Institute, NY,112053899, Private/Non-Profit,271," $472,645.00 "," $496,903.00 ",486, $-   ," $1,456,038.00 ",400," $282,630.00 "," $334,002.00 "
00280300, Rensselaer Polytechnic Institute, NY,121803590, Private/Non-Profit,542," $615,420.00 "," $731,023.00 ",2105, $-   ," $5,846,581.00 ",409," $827,484.00 "," $1,192,849.00 "
00280500, Roberts Wesleyan College, NY,146241997, Private/Non-Profit,315," $211,252.00 "," $372,233.00 ",349, $-   ," $466,269.00 ",196," $104,584.00 "," $198,002.00 "
00280600, Rochester Institute of Technology, NY,146235608, Private/Non-Profit,2441," $1,172,544.00 "," $4,155,921.00 ",2648, $-   ," $6,542,605.00 ",1793," $777,243.00 "," $983,852.00 "
00280800, Daemen College, NY,142263592, Private/Non-Profit,343," $226,928.00 "," $534,392.00 ",161, $-   ," $243,750.00 ",132," $106,212.00 "," $106,200.00 "
00281000, Sage Colleges, NY,121804199, Private/Non-Profit,499," $294,182.00 "," $895,971.00 ",128, $-   ," $245,500.00 ",144," $177,675.00 "," $234,900.00 "
00281200, Trocaire College, NY,142202094, Private/Non-Profit,30," $72,115.00 "," $37,106.00 ",0, $-   , $-   ,127," $83,850.00 "," $101,270.00 "
00281300, Sarah Lawrence College, NY,107085999, Private/Non-Profit,335," $178,074.00 "," $220,978.00 ",116, $-   ," $283,639.00 ",37," $137,868.00 "," $183,824.00 "
00281400, Skidmore College, NY,128661632, Private/Non-Profit,456," $236,014.00 "," $601,256.00 ",115, $-   ," $275,889.00 ",356," $222,139.00 "," $296,185.00 "
00281600, Siena College, NY,122111462, Private/Non-Profit,460," $267,293.00 "," $304,249.00 ",361, $-   ," $354,262.00 ",234," $175,764.00 "," $286,493.00 "
00281700, St. Bonaventure University, NY,147782284, Private/Non-Profit,311," $209,921.00 "," $277,219.00 ",189, $-   ," $381,000.00 ",104," $117,161.00 "," $156,215.00 "
00282000, Saint Francis College, NY,112014398, Private/Non-Profit,129," $144,734.00 "," $192,978.00 ",39, $-   ," $92,100.00 ",227," $148,448.00 "," $205,300.00 "
00282100, Saint John Fisher College, NY,146183597, Private/Non-Profit,606," $449,382.00 "," $631,945.00 ",429, $-   ," $648,911.00 ",196," $183,669.00 "," $244,892.00 "
00282300, Saint John's University, NY,114391343, Private/Non-Profit,806," $2,028,123.00 "," $1,871,801.00 ",470, $-   ," $1,184,885.00 ",722," $1,227,810.00 "," $1,632,644.00 "
00282500, Saint Joseph's College, NY,112053688, Private/Non-Profit,195," $314,431.00 "," $469,685.00 ",44, $-   ," $155,896.00 ",390," $188,856.00 "," $248,185.00 "
00282900, St. Lawrence University, NY,136171455, Private/Non-Profit,422," $220,588.00 "," $271,731.00 ",129, $-   ," $471,004.00 ",74," $216,775.00 "," $289,033.00 "
00283200, Saint Thomas Aquinas College, NY,109761050, Private/Non-Profit,108," $74,790.00 "," $128,293.00 ",32, $-   ," $109,074.00 ",56," $44,700.00 "," $55,000.00 "
00283400, Excelsior College, NY,122035159, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,593," $360,000.00 "," $482,651.00 "
00283500, State University of New York at Albany, NY,122220001, Public,680," $674,185.00 "," $863,714.00 ",1892, $-   ," $2,656,183.00 ",1416," $481,256.00 "," $668,341.00 "
00283600, Binghamton University, NY,139026000, Public,517," $457,834.00 "," $601,867.00 ",550, $-   ," $1,049,524.00 ",432," $227,279.00 "," $331,773.00 "
00283700, State University of New York at Buffalo, NY,142600001, Public,955," $1,280,505.00 "," $1,057,679.00 ",2804, $-   ," $3,191,529.00 ",1683," $363,205.00 "," $885,353.00 "
00283800, State University of New York at Stony Brook, NY,117940701, Public,616," $1,098,035.00 "," $1,103,742.00 ",762, $-   ," $1,377,562.00 ",976," $390,576.00 "," $719,363.00 "
00283900, State University of New York Downstate Medical Center, NY,112032098, Public,271," $315,232.00 "," $304,669.00 ",701, $-   ," $2,154,689.00 ",62," $87,411.00 "," $125,441.00 "
00284000, State University of New York Upstate Medical University, NY,132102375, Public,144," $166,780.00 "," $208,832.00 ",85, $-   ," $149,960.00 ",48," $29,520.00 "," $54,389.00 "
00284100, SUNY College at Brockport, NY,144202914, Public,537," $693,719.00 "," $813,025.00 ",701, $-   ," $1,494,172.00 ",195," $191,034.00 "," $200,466.00 "
00284200, SUNY College at Buffalo, NY,142221095, Public,312," $507,238.00 "," $621,061.00 ",584, $-   ," $1,050,098.00 ",2498," $441,182.00 "," $588,618.00 "
00284300, SUNY College at Cortland, NY,130450900, Public,296," $287,008.00 "," $320,851.00 ",202, $-   ," $454,387.00 ",261," $118,851.00 "," $158,468.00 "
00284400, SUNY at Fredonia, NY,140631145, Public,221," $272,731.00 "," $353,316.00 ",419, $-   ," $967,933.00 ",143," $95,859.00 "," $172,145.00 "
00284500, SUNY College at Geneseo, NY,144541401, Public,452," $512,743.00 "," $556,888.00 ",743, $-   ," $1,177,040.00 ",276," $120,829.00 "," $160,267.00 "
00284600, State University of New York at New Paltz, NY,125612499, Public,486," $415,365.00 "," $474,784.00 ",210, $-   ," $706,664.00 ",586," $196,534.00 "," $205,818.00 "
00284700, SUNY College at Oneonta, NY,138204015, Public,255," $302,650.00 "," $294,019.00 ",549, $-   ," $1,167,103.00 ",317," $307,355.00 "," $389,348.00 "
00284800, SUNY College at Oswego, NY,131263599, Public,362," $304,631.00 "," $332,106.00 ",736, $-   ," $970,778.00 ",274," $145,910.00 "," $173,807.00 "
00284900, State University of New York College at Plattsburgh, NY,129012681, Public,247," $378,442.00 "," $421,352.00 ",133, $-   ," $291,409.00 ",1112," $123,292.00 "," $164,576.00 "
00285000, State University of New York College at Potsdam, NY,136762294, Public,245," $212,001.00 "," $249,747.00 ",300, $-   ," $766,979.00 ",274," $122,420.00 "," $126,750.00 "
00285100, SUNY College of Environment Science & Forestry, NY,132102778, Public,170," $285,821.00 "," $304,032.00 ",130, $-   ," $217,121.00 ",180," $92,421.00 "," $169,073.00 "
00285300, SUNY Maritime College, NY,104654198, Public,52," $32,000.00 "," $34,871.00 ",76, $-   ," $124,929.00 ",165," $27,083.00 "," $33,854.00 "
00285400, SUNY College of Technology at Alfred, NY,148029951, Public,221," $300,064.00 "," $315,734.00 ",335, $-   ," $483,643.00 ",433," $168,754.00 "," $248,959.00 "
00285500, SUNY College of Technology at Canton, NY,136171098, Public,134," $171,765.00 "," $133,105.00 ",404, $-   ," $530,771.00 ",217," $195,759.00 "," $260,263.00 "
00285600, SUNY College of Agriculture & Technology at Cobleskill, NY,120439986, Public,133," $87,317.00 "," $111,218.00 ",396, $-   ," $493,641.00 ",632," $95,495.00 "," $74,200.00 "
00285700, SUNY College of Technology at Delhi, NY,137531190, Public,78," $86,778.00 "," $87,090.00 ",172, $-   ," $254,639.00 ",254," $88,582.00 "," $138,561.00 "
00285800, State University of New York at Farmingdale, NY,117351021, Public,329," $269,301.00 "," $571,270.00 ",656, $-   ," $1,416,712.00 ",431," $674,210.00 "," $672,626.00 "
00285900, SUNY College of Agriculture & Technology at Morrisville, NY,134080901, Public,83," $103,781.00 "," $105,749.00 ",118, $-   ," $266,123.00 ",104," $95,632.00 "," $160,843.00 "
00286000, Adirondack Community College - SUNY Office of Community Colleges, NY,128041445, Public,91," $75,527.00 "," $79,045.00 ",0, $-   , $-   ,105," $69,320.00 "," $69,149.00 "
